mjd, bright, cum_bright, dark, cum_dark
61465.0, 5.14, 5276.17, 3.94, 7702.45
61466.0, 0.00, 5276.17, 9.11, 7711.56
61467.0, 0.00, 5276.17, 9.14, 7720.70
61468.0, 0.00, 5276.17, 9.17, 7729.88
61469.0, 0.00, 5276.17, 9.21, 7739.08
61470.0, 0.00, 5276.17, 9.24, 7748.32
61471.0, 0.00, 5276.17, 9.27, 7757.59
61472.0, 0.00, 5276.17, 9.30, 7766.90
61473.0, 0.00, 5276.17, 9.34, 7776.23
61474.0, 0.00, 5276.17, 9.37, 7785.60
61475.0, 0.00, 5276.17, 9.40, 7795.00
61476.0, 0.00, 5276.17, 9.43, 7804.44
61477.0, 0.00, 5276.17, 9.46, 7813.90
61478.0, 0.00, 5276.17, 9.50, 7823.40
61479.0, 3.03, 5279.20, 6.50, 7829.90
61480.0, 4.08, 5283.28, 5.48, 7835.37
61481.0, 5.23, 5288.51, 4.36, 7839.73
61482.0, 6.41, 5294.93, 3.21, 7842.94
61483.0, 7.59, 5302.51, 2.06, 7845.01
61484.0, 8.73, 5311.25, 0.95, 7845.96
61485.0, 9.71, 5320.96, 0.00, 7845.96
61486.0, 9.74, 5330.70, 0.00, 7845.96
61489.0, 9.83, 5340.54, 0.00, 7845.96
61490.0, 9.08, 5349.61, 0.79, 7846.74
61491.0, 8.37, 5357.98, 1.53, 7848.27
61492.0, 7.58, 5365.56, 2.34, 7850.61
61493.0, 6.73, 5372.29, 3.22, 7853.84
61494.0, 5.83, 5378.12, 4.15, 7857.99
61495.0, 4.90, 5383.02, 5.11, 7863.09
61496.0, 0.00, 5383.02, 10.04, 7873.13
61497.0, 0.00, 5383.02, 10.07, 7883.20
61498.0, 0.00, 5383.02, 10.09, 7893.29
61499.0, 0.00, 5383.02, 10.12, 7903.42
61500.0, 0.00, 5383.02, 10.15, 7913.57
61501.0, 0.00, 5383.02, 10.18, 7923.75
61502.0, 0.00, 5383.02, 10.21, 7933.95
61503.0, 0.00, 5383.02, 10.23, 7944.18
61504.0, 0.00, 5383.02, 10.26, 7954.44
61505.0, 0.00, 5383.02, 10.29, 7964.73
61506.0, 0.00, 5383.02, 10.31, 7975.04
61507.0, 0.00, 5383.02, 10.34, 7985.38
61508.0, 3.62, 5386.64, 6.74, 7992.12
61509.0, 4.78, 5391.42, 5.61, 7997.73
61510.0, 5.93, 5397.35, 4.49, 8002.22
61511.0, 7.05, 5404.40, 3.39, 8005.61
61512.0, 8.13, 5412.53, 2.34, 8007.95
61513.0, 9.19, 5421.71, 1.30, 8009.25
61514.0, 10.52, 5432.23, 0.00, 8009.25
61515.0, 10.54, 5442.77, 0.00, 8009.25
61516.0, 10.56, 5453.33, 0.00, 8009.25
61519.0, 9.96, 5463.30, 0.67, 8009.92
61520.0, 9.13, 5472.43, 1.53, 8011.45
61521.0, 8.23, 5480.66, 2.45, 8013.90
61522.0, 7.31, 5487.97, 3.39, 8017.29
61523.0, 6.38, 5494.36, 4.34, 8021.63
61524.0, 5.46, 5499.82, 5.28, 8026.91
61525.0, 4.56, 5504.38, 6.21, 8033.12
61526.0, 0.00, 5504.38, 10.79, 8043.91
61527.0, 0.00, 5504.38, 10.81, 8054.72
61528.0, 0.00, 5504.38, 10.83, 8065.55
61529.0, 0.00, 5504.38, 10.85, 8076.40
61530.0, 0.00, 5504.38, 10.87, 8087.27
61531.0, 0.00, 5504.38, 10.89, 8098.16
61532.0, 0.00, 5504.38, 10.91, 8109.07
61533.0, 0.00, 5504.38, 10.93, 8120.00
61534.0, 0.00, 5504.38, 10.95, 8130.95
61535.0, 0.00, 5504.38, 10.97, 8141.91
61536.0, 0.00, 5504.38, 10.98, 8152.90
61537.0, 4.17, 5508.54, 6.84, 8159.73
61538.0, 5.29, 5513.83, 5.73, 8165.46
61539.0, 6.36, 5520.19, 4.67, 8170.14
61540.0, 7.40, 5527.59, 3.65, 8173.79
61541.0, 8.42, 5536.01, 2.65, 8176.44
61542.0, 9.43, 5545.44, 1.65, 8178.09
61543.0, 10.45, 5555.90, 0.65, 8178.74
61544.0, 11.11, 5567.01, 0.00, 8178.74
61545.0, 11.13, 5578.14, 0.00, 8178.74
61548.0, 10.61, 5588.76, 0.56, 8179.30
61549.0, 9.70, 5598.45, 1.49, 8180.78
61550.0, 8.77, 5607.22, 2.43, 8183.22
61551.0, 7.84, 5615.06, 3.37, 8186.58
61552.0, 6.94, 5622.00, 4.28, 8190.86
61553.0, 6.04, 5628.05, 5.19, 8196.05
61554.0, 5.15, 5633.20, 6.09, 8202.14
61555.0, 0.00, 5633.20, 11.25, 8213.40
61556.0, 0.00, 5633.20, 11.27, 8224.66
61557.0, 0.00, 5633.20, 11.27, 8235.94
61558.0, 0.00, 5633.20, 11.28, 8247.22
61559.0, 0.00, 5633.20, 11.29, 8258.52
61560.0, 0.00, 5633.20, 11.30, 8269.82
61561.0, 0.00, 5633.20, 11.31, 8281.13
61562.0, 0.00, 5633.20, 11.32, 8292.44
61563.0, 0.00, 5633.20, 11.32, 8303.77
61564.0, 0.00, 5633.20, 11.33, 8315.10
61565.0, 0.00, 5633.20, 11.34, 8326.44
61566.0, 0.00, 5633.20, 11.34, 8337.78
61567.0, 5.40, 5638.60, 5.95, 8343.73
61568.0, 6.42, 5645.01, 4.94, 8348.66
61569.0, 7.42, 5652.43, 3.94, 8352.60
61570.0, 8.42, 5660.85, 2.94, 8355.55
61571.0, 9.42, 5670.27, 1.94, 8357.49
61572.0, 10.42, 5680.69, 0.95, 8358.44
61573.0, 11.37, 5692.05, 0.00, 8358.44
61574.0, 11.37, 5703.43, 0.00, 8358.44
61577.0, 11.37, 5714.80, 0.00, 8358.44
61578.0, 10.13, 5724.93, 1.24, 8359.68
61579.0, 9.22, 5734.15, 2.16, 8361.84
61580.0, 8.32, 5742.47, 3.05, 8364.89
61581.0, 7.43, 5749.90, 3.94, 8368.82
61582.0, 6.55, 5756.45, 4.82, 8373.64
61583.0, 5.64, 5762.09, 5.73, 8379.37
61584.0, 4.69, 5766.78, 6.68, 8386.05
61585.0, 0.00, 5766.78, 11.36, 8397.41
61586.0, 0.00, 5766.78, 11.36, 8408.76
61587.0, 0.00, 5766.78, 11.35, 8420.11
61588.0, 0.00, 5766.78, 11.35, 8431.46
61589.0, 0.00, 5766.78, 11.34, 8442.80
61590.0, 0.00, 5766.78, 11.34, 8454.14
61591.0, 0.00, 5766.78, 11.33, 8465.47
61592.0, 0.00, 5766.78, 11.32, 8476.79
61593.0, 0.00, 5766.78, 11.32, 8488.11
61594.0, 0.00, 5766.78, 11.31, 8499.41
61595.0, 0.00, 5766.78, 11.30, 8510.71
61596.0, 5.18, 5771.96, 6.11, 8516.82
61597.0, 6.19, 5778.15, 5.09, 8521.92
61598.0, 7.19, 5785.34, 4.08, 8525.99
61599.0, 8.19, 5793.53, 3.07, 8529.07
61600.0, 9.17, 5802.70, 2.09, 8531.15
61601.0, 10.09, 5812.79, 1.15, 8532.30
61602.0, 11.23, 5824.02, 0.00, 8532.30
61603.0, 11.22, 5835.24, 0.00, 8532.30
61604.0, 11.21, 5846.45, 0.00, 8532.30
61607.0, 10.37, 5856.82, 0.80, 8533.10
61608.0, 9.48, 5866.30, 1.68, 8534.78
61609.0, 8.59, 5874.89, 2.55, 8537.33
61610.0, 7.69, 5882.58, 3.44, 8540.77
61611.0, 6.76, 5889.35, 4.35, 8545.12
61612.0, 5.79, 5895.14, 5.30, 8550.42
61613.0, 4.77, 5899.91, 6.31, 8556.74
61614.0, 0.00, 5899.91, 11.07, 8567.80
61615.0, 0.00, 5899.91, 11.05, 8578.86
61616.0, 0.00, 5899.91, 11.03, 8589.89
61617.0, 0.00, 5899.91, 11.02, 8600.91
61618.0, 0.00, 5899.91, 11.00, 8611.91
61619.0, 0.00, 5899.91, 10.98, 8622.89
61620.0, 0.00, 5899.91, 10.97, 8633.86
61621.0, 0.00, 5899.91, 10.95, 8644.81
61622.0, 0.00, 5899.91, 10.93, 8655.74
61623.0, 0.00, 5899.91, 10.91, 8666.65
61624.0, 0.00, 5899.91, 10.89, 8677.54
61625.0, 4.84, 5904.75, 6.03, 8683.57
61626.0, 5.86, 5910.61, 4.99, 8688.56
61627.0, 6.86, 5917.46, 3.98, 8692.54
61628.0, 7.81, 5925.27, 3.00, 8695.54
61629.0, 8.69, 5933.96, 2.10, 8697.65
61630.0, 9.49, 5943.44, 1.28, 8698.93
61631.0, 10.19, 5953.63, 0.56, 8699.49
61632.0, 10.73, 5964.36, 0.00, 8699.49
61633.0, 10.71, 5975.06, 0.00, 8699.49
61636.0, 10.64, 5985.70, 0.00, 8699.49
61637.0, 9.46, 5995.16, 1.16, 8700.65
61638.0, 8.53, 6003.69, 2.06, 8702.71
61639.0, 7.58, 6011.26, 2.99, 8705.71
61640.0, 6.58, 6017.84, 3.97, 8709.68
61641.0, 5.53, 6023.37, 4.99, 8714.67
61642.0, 4.45, 6027.82, 6.05, 8720.72
61643.0, 3.37, 6031.18, 7.11, 8727.83
61644.0, 0.00, 6031.18, 10.45, 8738.27
61645.0, 0.00, 6031.18, 10.42, 8748.70
61646.0, 0.00, 6031.18, 10.40, 8759.10
61647.0, 0.00, 6031.18, 10.37, 8769.47
61648.0, 0.00, 6031.18, 10.35, 8779.82
61649.0, 0.00, 6031.18, 10.32, 8790.14
61650.0, 0.00, 6031.18, 10.30, 8800.44
61651.0, 0.00, 6031.18, 10.27, 8810.71
61652.0, 0.00, 6031.18, 10.24, 8820.95
61653.0, 0.00, 6031.18, 10.22, 8831.17
61654.0, 0.00, 6031.18, 10.19, 8841.36
61655.0, 5.45, 6036.64, 4.71, 8846.06
61656.0, 6.38, 6043.02, 3.76, 8849.82
61657.0, 7.21, 6050.23, 2.90, 8852.72
61658.0, 7.95, 6058.18, 2.13, 8854.85
61659.0, 8.60, 6066.78, 1.45, 8856.30
61660.0, 9.17, 6075.95, 0.85, 8857.15
61661.0, 10.00, 6085.95, 0.00, 8857.15
61662.0, 9.97, 6095.91, 0.00, 8857.15
61663.0, 9.94, 6105.85, 0.00, 8857.15
61666.0, 9.16, 6115.01, 0.69, 8857.84
61667.0, 8.16, 6123.18, 1.66, 8859.50
61668.0, 7.12, 6130.30, 2.67, 8862.17
61669.0, 6.06, 6136.36, 3.71, 8865.88
61670.0, 4.98, 6141.34, 4.75, 8870.63
61671.0, 3.95, 6145.30, 5.75, 8876.38
61672.0, 3.00, 6148.30, 6.67, 8883.05
61673.0, 0.00, 6148.30, 9.64, 8892.69
61674.0, 0.00, 6148.30, 9.61, 8902.31
61675.0, 0.00, 6148.30, 9.58, 8911.89
61676.0, 0.00, 6148.30, 9.55, 8921.44
61677.0, 0.00, 6148.30, 9.52, 8930.96
61678.0, 0.00, 6148.30, 9.49, 8940.45
